,Event ID,Title,Event Type,Severity,Description,Source,Date
244,208,"Tasman Sea marine heatwave, 2015-16",Oceans,More severe or more likely to occur,"""Global climate models indicate it is very likely to be that the occurrence of an extreme warming event of this duration or intensity in this region is respectively ≥330 times and ≥6.8 times as likely to be due to the influence of anthropogenic climate change.""",https://www.nature.com/articles/ncomms16101,2015-16
245,209,"Northern hemisphere summer extremes, 1979-2015",Atmosphere,More severe or more likely to occur,"""Here, we isolate a specific fingerprint in the zonal mean surface temperature profile that is associated with QRA-favorable conditions. State-of-the-art (“CMIP5”) historical climate model simulations subject to anthropogenic forcing display an increase in the projection of this fingerprint that is mirrored in multiple observational surface temperature datasets.""",https://www.nature.com/articles/srep45242,1979-2015
246,210,"Colorado river drought, 2000-14",River flow,"Decrease, less severe or less likely to occur","""[W]e found that recent warming of 0.9°C has likely already reduced river flows from −2.7% to −9% from the mean 1906–1999 flow. This represents approximately one‐sixth to one‐half (average of one‐third) of the total flow loss during the 2000–2014 drought.""",https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2016WR019638,2000-14
247,211,"Southern Europe summer heatwave, 2017",Heat,More severe or more likely to occur,"""Across the Euro-Mediterranean the likelihood of a heat wave at least as hot as summer 2017 is now on the order of 10%. Anthropogenic climate change has increased the odds at least threefold since 1950.""",http://www.ametsoc.net/eee/2017a/ch11_EEEof2017_Kew.pdf,2017
248,212,"South Korea earliest summer onset, 2017",Heat,More severe or more likely to occur,"""Large-ensemble RCM and GCM simulations suggest a significant anthropogenic contribution to the observed warmest May and earliest summer onset in South Korea, increasing the risk of its occurrence by 2–3 times.""",http://www.ametsoc.net/eee/2017a/ch15_EEEof2017_Min.pdf,2017
249,213,"Central eastern China heatwave, July 2017",Heat,More severe or more likely to occur,"""Heat waves in central eastern China like the record-breaking July 2017 event were rare in natural worlds but have now become approximately 1-in-5-yr events due to anthropogenic forcings.""",http://www.ametsoc.net/eee/2017a/ch18_EEEof2017_Chen.pdf,2017
250,214,"Yangtze river delta summer heatwave, 2017",Heat,More severe or more likely to occur,"""The occurrence probability of the record-breaking Yangtze River Delta heatwave in summer 2017 might be attributed to global warming (23%), the abnormal western Pacific subtropical high (32%), and the urban heat island effect (58%).""",http://www.ametsoc.net/eee/2017a/ch19_EEEof2017_KWang.pdf,2017
251,215,"Global extremely hot days, early 21st century",Heat,More severe or more likely to occur,"""We find that most regions experience increases in the frequency and intensity of extremely hot three day periods, but anthropogenic sulfate aerosol forcing changes locally can decrease these measures of heat waves in some models.""",https://www.sciencedirect.com/science/article/pii/S2212094717301159?via%3Dihub,
252,216,"Record global warmth, 2016",Heat,More severe or more likely to occur,"""According to CMIP5 simulations, the 2016 record global warmth was only possible due to substantial centennial-scale anthropogenic warming. Natural variability made a smaller contribution to the January–December 2016 annual-mean global temperature anomaly""",https://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2016.1,2016
253,217,"Arctic 'anomalous warmth', November-December 2016",Heat,More severe or more likely to occur,"""According to CMIP5 simulations, the highly anomalous Arctic warmth during November–December 2016, as estimated in five observed datasets, most likely would not have been possible without anthropogenic forcing.""",https://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2016.1,2016
254,218,"France's 'exceptionally warm December' (temperature), 2015",Heat,More severe or more likely to occur,"""December 2015 in France was an extreme of circulation and temperature. Both circulation and climate change partly explain the 4°C anomaly. We found no link between climate change and circulation.""",https://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2016.1,2015
255,219,"Asian heat extremes, 2016",Heat,More severe or more likely to occur,"""The 2016 extreme warmth across Asia would not have been possible without climate change. The 2015/16 El Niño also contributed to regional warm extremes over Southeast Asia and the Maritime Continent.""",https://journals.ametsoc.org/doi/pdf/10.1175/BAMS-ExplainingExtremeEvents2016.1,2016
256,220,"Arctic record warmth, 2016",Heat,More severe or more likely to occur,"""Results from the atmospheric model experiments are reconciled with coupled climate model simulations which lead to a conclusion that about 60% of the 2016 Arctic warmth was likely attributable to human-induced climate change.""",https://www.sciencedirect.com/science/article/pii/S2212094717301019,2016
257,221,"China heatwave, July 2017",Heat,More severe or more likely to occur,"""Within HadGEM3-GA6 July 2017-like heatwaves were unequaled in the ensemble representing the world without human influences. Such heatwaves became approximately a 1 in 50 year event and increased by a factor of 4.8 (5%–95% range of 3.1 to 8.0) in weather@home as a result of human activity.""",https://iopscience.iop.org/article/10.1088/1748-9326/aae356,2017
258,222,"Global daily temperature extremes, 1901–2005",Heat,More severe or more likely to occur,"""Examination of simulations with and without anthropogenic forcings provides evidence that the observed changes are more likely to be anthropogenic than nature in origin.""",https://www.nature.com/articles/s41598-018-19288-z,1901
259,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Ireland)",Heat,More severe or more likely to occur,"""In Ireland, the Netherlands and Denmark there are clear trends towards more heat waves in the observations. In Ireland and Denmark climate models give a very similar increase in probabilities to the observations — roughly a factor two more likely in Dublin and a factor four in Denmark.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
260,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Netherlands)",Heat,More severe or more likely to occur,"""In Ireland, the Netherlands and Denmark there are clear trends towards more heat waves in the observations. In Ireland and Denmark climate models give a very similar increase in probabilities to the observations — roughly a factor two more likely in Dublin and a factor four in Denmark.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
261,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Denmark)",Heat,More severe or more likely to occur,"""In Ireland, the Netherlands and Denmark there are clear trends towards more heat waves in the observations. In Ireland and Denmark climate models give a very similar increase in probabilities to the observations — roughly a factor two more likely in Dublin and a factor four in Denmark.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
262,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Norway)",Heat,Insufficient data/inconclusive,"""We can conclude that anthropogenic climate change increased the odds of a heat wave as observed in 2018 in Scandinavia but we cannot quantify by how much.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
263,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Sweden)",Heat,Insufficient data/inconclusive,"""We can conclude that anthropogenic climate change increased the odds of a heat wave as observed in 2018 in Scandinavia but we cannot quantify by how much.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
264,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Sodankyla, Finland)",Heat,Insufficient data/inconclusive,"""We can conclude that anthropogenic climate change increased the odds of a heat wave as observed in 2018 in Scandinavia but we cannot quantify by how much.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
265,Rapid study.  223,"Northern Europe summer heatwave, 2018 (Jokioinen, Finland)",Heat,Insufficient data/inconclusive,"""We can conclude that anthropogenic climate change increased the odds of a heat wave as observed in 2018 in Scandinavia but we cannot quantify by how much.""",https://www.worldweatherattribution.org/attribution-of-the-2018-heat-in-northern-europe/,2018
